address,pool_id,airdrop_amount,debt_total
osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,712,"104163ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,27924435uosmo","849822ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,235744093uosmo"
osmo109aaa6tftveephmkppldkgjlj70t6cdx2gcx88,678,"39330ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,34606uosmo","265456ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,237416uosmo"
osmo10dc7lataqm62tze9tm47f8sesrws709zfd3xhh,678,"142168ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,125091uosmo","208361ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,186351uosmo"
osmo10qx8j604ll0tkzvel704z97hukwsmfmy3ttyf9,678,"2039ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1794uosmo","13760ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,12307uosmo"
osmo10rgny3xd5fvg02wnmy4h9zuktnfthvrlwdjwf5,1,"116949ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,914797uosmo","4667423ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,39322212uosmo"
osmo10t26acjmemggsahq6uvyucm4tj3z0mhz23ljh2,712,"9367ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2511078uosmo","222339294ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,60175535790uosmo"
osmo12098ugn5gac6qnhcys065dxa29g6szdpe2zvyn,1,"238308ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1864100uosmo","732301ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6169506uosmo"
osmo127cz3qd25qefq2d3l8zdl9xqzatskjcq4n5eg2,1,"290ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2264uosmo","22769ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,191830uosmo"
osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,1,"29349ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,229580uosmo","466154ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3927264uosmo"
osmo12z2kh4c4ur3vu2acudsahhx2qvlf29hpkaes4a,678,"140076ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,123249uosmo","735435ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,657750uosmo"
osmo1329g2g4p78y2r3629nw8yk7xfp7hj79a948wsk,712,"4542ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1217434uosmo","20577ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5708341uosmo"
osmo132ntpvht8jef8hd6h8nulrvuj67z6wkspgv4yp,704,"4773378892945ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,7466uosmo","29885448931672ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,48712uosmo"
osmo133yra9fxttjsu22vcjgdfx2vvsve9q4g3369cx,712,"13407ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3594377uosmo","21214ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5885022uosmo"
osmo13f8e7tckw0q90r3m44pmcs080pf0q4572y0qv5,712,"8651ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2319329uosmo","70623ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,19591261uosmo"
osmo13fdna69jwrumejmkdlx7vxdtr2ep0v70axemjx,712,"9475ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2540241uosmo","22114ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6134574uosmo"
osmo13j44mhvhafkpxqjfz6zrknverjc67jcc8gj7qr,1,"717501ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,5612474uosmo","10299965ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,86775376uosmo"
osmo13lyzsxvz8yacjvnmxw48tkxvgk8nlr74z7pt43,678,"85181ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,74948uosmo","123593ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,110538uosmo"
osmo13t4fs279dq0ne2lk7juyxfhfsnz9gsfw73f5tu,1,"1738159ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,13596310uosmo","3750496ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,31597262uosmo"
osmo14gcll646y58wglltu04rmmhukkxt2cl6x8gzpn,712,"796ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,213401uosmo","872ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,242101uosmo"
osmo14js35r230wx03wsxlh87cnc34f59arjm6uj93f,712,"1893ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,507434uosmo","16101ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4466743uosmo"
osmo14ksjgje9ccad5zvzxy7k2amqu55e9g9g90p846,678,"1748233ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1538230uosmo","11801193ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,10554608uosmo"
osmo14mz27u8mqdhh5wqpv6qkxkcvalxw2gxejjrxx4,712,"11497ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3082104uosmo","43266ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,12002428uosmo"
osmo14pakf28w2vmeemfcfhlt3xgpah24548lzdp5c8,1,"9980ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,78068uosmo","127300ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1072485uosmo"
osmo14pwe87zgx7geymn3kdj5hgr3mnw8yf8d8n80vs,678,"14799463ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,13021705uosmo","28386467ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,25387944uosmo"
osmo14vae3yzzm43j4uc6x82e0ltxaxwjlu2szdm2tv,1,"29560ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,231227uosmo","469596ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3956268uosmo"
osmo14vv4xlk5nwcpq4r8pkqdupsc0qk52x3tzmrdre,678,"7163013ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,6302568uosmo","48352352ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,43244791uosmo"
osmo158nm2fsv70dq74ed8e3ccs6e44c3e65kqmxfut,1,"262797ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2055667uosmo","386710ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3257966uosmo"
osmo15gznrtnnjgalwpcms9gk323fafvlvuqjdgnf6f,712,"3129ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,838708uosmo","4415ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1224974uosmo"
osmo15l42ex4svlcr6tftd3admpf0j2egyyff2ylzqz,712,"4326ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1159600uosmo","8042ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2230917uosmo"
osmo15mhtyx9768rkjz0aqtxmwd5nvxnrcrspqjnmcr,712,"108060ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,28969394uosmo","882400ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,244781249uosmo"
osmo15qqsnsa2yqweqasnahke6vcgc0pgd692295cdz,1,"5894ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,46104uosmo","93625ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,788777uosmo"
osmo15u2uwhyxhn382csz9auwxsm9km79kw0ffsnrpk,704,"1271583124908696ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,1988961uosmo","24007499837154344ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,39131640uosmo"
osmo15u4c3rpyy22ne9tv46jxh82c4cu07varm8zvu3,1,"213943ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1673512uosmo","3398040ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,28627887uosmo"
osmo15wk3htq4p024tfc6nagvgusra0tlt3hhv2sw9d,1,"532192ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4162938uosmo","8453520ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,71219401uosmo"
osmo166cfn9s7qa0klrj7t0ru35pp34yxvqdlhsqlfy,1,"96159ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,752179uosmo","1527502ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,12868938uosmo"
osmo168j8pgmcng2xx83y8f6hmd75lu7n2rryeluczh,712,"2347255ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,629265207uosmo","2280467ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,632610295uosmo"
osmo16cemgtx5cwuxzfprp7zg96pmkpkhzzyffh5up3,712,"7711ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,2067351uosmo","66174ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,18357141uosmo"
osmo16h0yyryfjmmhgj3ct6ndl7gcy4r3krf0gfrzky,1,"490587ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3837496uosmo","1257302ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,10592548uosmo"
osmo16q8txa0wqlwqv0entkdzg0jhtmsv84zxskaa5l,712,"6904ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1850970uosmo","17333ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4808431uosmo"
osmo174wunrwwq7rfxq363lg62vxnv0h5lzaqg7q00g,1,"196376ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1536097uosmo","1074730ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,9054416uosmo"
osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,1,"50530ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,395255uosmo","59674ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,502744uosmo"
osmo17a6wlqksl4l0dg8dw07rfs2cyfgalarv7670c8,678,"181303ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,159524uosmo","729569ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,652503uosmo"
osmo17e827n4m2qwt2xrzts60w9mtesexcpxzwzuzcd,1,"26525ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,207486uosmo","421353ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3549825uosmo"
osmo17j28rhfraz6mtflue6cp6kz4hct605u6nk0ll2,678,"11606864ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,10212611uosmo","41561785ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,37171525uosmo"
osmo17j28rhfraz6mtflue6cp6kz4hct605u6nk0ll2,712,"46690ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,12517007uosmo","60118ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,16677204uosmo"
osmo17j675mzjnf5ud7ynphf9xp2ra8jzg3zylhlkte,712,"35971ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,9643296uosmo","167671ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,46512773uosmo"
osmo17ru8u24jzyl02dfg8nf6cd9d4x6zx4cwz7rrw6,712,"11262ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3019328uosmo","17358ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,4815420uosmo"
osmo17u2jm3yx67mg5udl9keh5nq6gddpfjn5fydx88,704,"8765507401631053ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,13710662uosmo","84177004251087527ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,137206467uosmo"
osmo17w55ykyx4nj3vzju2nju42xnfpe50rzxt8fe7t,712,"5982ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1603542uosmo","48853ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,13552038uosmo"
osmo17wklrv0g6y0vw0cc88fn07h3hg90fjylpkxxcj,678,"6173490ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,5431911uosmo","41663956ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,37262904uosmo"
osmo18fk8pzdg36gwnkheuwaekwag0p69ed8cytynnq,678,"78316ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,68908uosmo","528658ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,472814uosmo"
osmo18fk8pzdg36gwnkheuwaekwag0p69ed8cytynnq,712,"211ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,56524uosmo","1793ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,497449uosmo"
osmo18p3f0223j9mmxv07rs7hsvha5gs6dnrep2gqkl,1,"406601ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,3180532uosmo","2967261ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,24998650uosmo"
osmo18pd2gvh3qly9xt0jrmsr9hyedf48ege02mhmsm,712,"91100ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,24422694uosmo","875634ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,242904266uosmo"
osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,704,"24632756664325280ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,38529589uosmo","81867265776873079901ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,127830630838uosmo"
osmo18qx59wy8s3ytax3e0akna934e86mw776vlzjtq,712,"364486ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,97713593uosmo","492228186ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,131083804714uosmo"
osmo18r8kd2znaz5pssmw2fyps4htph7gvpndxnfh3l,1,"59120ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,462450uosmo","939192ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7912528uosmo"
osmo18uvx9qty0n34z5kmgtjhl87f0njkzf06sz2smk,712,"3086ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,827160uosmo","20114ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5579782uosmo"
osmo18y3ntd3tvccdunk9068rndjarhrpg66gh8h7tx,1,"5788ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,45274uosmo","43011ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,362362uosmo"
osmo192pxz2vc4hcmg84p60n3ruq66w52dkq7a5vkp3,678,"9078363ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,7987841uosmo","41848358ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,37427828uosmo"
osmo192sqr9wuhapxdm6hhsmc55v4472wgz64n6uynk,712,"25484ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6832000uosmo","208074ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,57720528uosmo"
osmo19mea5ax9svvypex0p3jretm7yex4m6870wan9s,712,"13ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3480uosmo","105ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,29317uosmo"
osmo19vjw6c4svl3yczkgmk76ar3tulx8zm085up940,712,"6909ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1854056uosmo","12543ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3479487uosmo"
osmo1a3nm66sw7ejp454azqem2d88g5m7lc6d9pzgcg,704,"59060467358298ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,92380uosmo","1145815060955174ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,1867650uosmo"
osmo1a43ge4jnh0xjymrguu5csfyzzpj5f0m9eawwmp,704,"8150977151152ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,12750uosmo","31161735608219ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,50792uosmo"
osmo1a4dsrnxz6r8f6xsz4ll8z4dtshapkzcqcnfgg6,1,"580019ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4537050uosmo","737876ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,6216476uosmo"
osmo1a5fdjkm0gyyq4p88uuxadk49xe79dj2gwc4vgk,678,"44266702ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,38949244uosmo","300567631ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,268818036uosmo"
osmo1adk4lg8sk02j4nkegkvnjnpz30ex9tyqd5n4ew,1,"17410145ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,136186482uosmo","19392258ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,163376323uosmo"
osmo1awp2t26zqpvzy3xn9lp6362jvu7q42jheemmrc,1,"524316ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,4101327uosmo","8328896ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,70169468uosmo"
osmo1awvr6yq3v5v4z625elhphet4yj20954huct8az,678,"34381379ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,30251378uosmo","232214169ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,207684896uosmo"
osmo1axmpg8gs9ptxds5eweyhhhm33gudd5v290fsf8,1,"1006ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7871uosmo","950ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,8007uosmo"
osmo1axmpg8gs9ptxds5eweyhhhm33gudd5v290fsf8,704,"1793528441900ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,2805uosmo","34788502026170ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,56704uosmo"
osmo1azeezpnwsde5yy6pacjrc6hjydlpta3f5z8rz5,1,"8042172ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,62907868uosmo","123716483ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,1042289345uosmo"
osmo1c007387yry65h9x8lfr8fxpre0k6g952edghmf,712,"23072ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6185218uosmo","198040ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,54937160uosmo"
osmo1c0alv5xczff9w3jqlpz9cy0w9pmql0fqnjvwzw,712,"14821ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,3973275uosmo","21097ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5852501uosmo"
osmo1c4awx8t00jkayepzkpn5akpwllgpkj4evhvyc6,1,"59106ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,462341uosmo","938945ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7910451uosmo"
